iTOW,qzssTow,fQzssTow,qzssWno,leapS,qzssTowValid,qzssWnoValid,leapSValid,tAcc
94672800,94673,-199673311,2390,18,1,1,1,3
94672900,94673,-99673332,2390,18,1,1,1,3
94673000,94673,326647,2390,18,1,1,1,2
94673100,94673,100326626,2390,18,1,1,1,2
94673200,94673,200326604,2390,18,1,1,1,2
94673300,94673,300326583,2390,18,1,1,1,2
94673400,94673,400326562,2390,18,1,1,1,2
94673500,94674,-499673459,2390,18,1,1,1,2
94673600,94674,-399673480,2390,18,1,1,1,2
94673700,94674,-299673502,2390,18,1,1,1,2
94673800,94674,-199673523,2390,18,1,1,1,2
94673900,94674,-99673544,2390,18,1,1,1,2
94674000,94674,326435,2390,18,1,1,1,2
94674100,94674,100326414,2390,18,1,1,1,2
94674200,94674,200326393,2390,18,1,1,1,2
94674300,94674,300326371,2390,18,1,1,1,2
94674400,94674,400326350,2390,18,1,1,1,2
94674500,94675,-499673671,2390,18,1,1,1,3
94674600,94675,-399673692,2390,18,1,1,1,3
94674700,94675,-299673714,2390,18,1,1,1,3
94674800,94675,-199673735,2390,18,1,1,1,3
94674900,94675,-99673756,2390,18,1,1,1,3
94675100,94675,100326202,2390,18,1,1,1,3
94675200,94675,200326181,2390,18,1,1,1,3
94675300,94675,300326159,2390,18,1,1,1,3
94675400,94675,400326138,2390,18,1,1,1,3
94675500,94676,-499673883,2390,18,1,1,1,3
94675900,94676,-99673968,2390,18,1,1,1,2
94676200,94676,200325969,2390,18,1,1,1,2
94676300,94676,300325948,2390,18,1,1,1,2
94676400,94676,400325927,2390,18,1,1,1,2
94676500,94677,-499674095,2390,18,1,1,1,2
94676600,94677,-399674116,2390,18,1,1,1,2
94676700,94677,-299674137,2390,18,1,1,1,2
94676800,94677,-199674158,2390,18,1,1,1,2
94676900,94677,-99674179,2390,18,1,1,1,2
94677000,94677,325800,2390,18,1,1,1,2
94677200,94677,200325758,2390,18,1,1,1,2
94677300,94677,300325737,2390,18,1,1,1,2
94677400,94677,400325715,2390,18,1,1,1,2
94677500,94678,-499674306,2390,18,1,1,1,2
94677600,94678,-399674327,2390,18,1,1,1,2
94677700,94678,-299674348,2390,18,1,1,1,2
94677800,94678,-199674369,2390,18,1,1,1,2
94677900,94678,-99674390,2390,18,1,1,1,2
94678000,94678,325589,2390,18,1,1,1,2
94678100,94678,100325568,2390,18,1,1,1,2
94678200,94678,200325546,2390,18,1,1,1,2
94678300,94678,300325526,2390,18,1,1,1,2
94678400,94678,400325504,2390,18,1,1,1,2
94678500,94679,-499674517,2390,18,1,1,1,2
94678600,94679,-399674538,2390,18,1,1,1,2
94678800,94679,-199674581,2390,18,1,1,1,2
94678900,94679,-99674602,2390,18,1,1,1,2
94679000,94679,325377,2390,18,1,1,1,2
94679100,94679,100325356,2390,18,1,1,1,2
94679200,94679,200325335,2390,18,1,1,1,2
94679400,94679,400325293,2390,18,1,1,1,2
94679500,94680,-499674728,2390,18,1,1,1,2
94679600,94680,-399674750,2390,18,1,1,1,2
94679700,94680,-299674771,2390,18,1,1,1,2
94679900,94680,-99674813,2390,18,1,1,1,2
94680000,94680,325166,2390,18,1,1,1,2
94680100,94680,100325145,2390,18,1,1,1,2
94680200,94680,200325123,2390,18,1,1,1,2
94680300,94680,300325102,2390,18,1,1,1,2
94680400,94680,400325081,2390,18,1,1,1,2
94680500,94681,-499674940,2390,18,1,1,1,2
94680600,94681,-399674962,2390,18,1,1,1,2
94680700,94681,-299674983,2390,18,1,1,1,2
94680900,94681,-99675025,2390,18,1,1,1,2
94681000,94681,324954,2390,18,1,1,1,2
94681100,94681,100324932,2390,18,1,1,1,2
94681200,94681,200324911,2390,18,1,1,1,2
94681300,94681,300324890,2390,18,1,1,1,2
94681400,94681,400324869,2390,18,1,1,1,2
94681500,94682,-499675152,2390,18,1,1,1,2
94681600,94682,-399675174,2390,18,1,1,1,2
94681700,94682,-299675195,2390,18,1,1,1,2
94681800,94682,-199675216,2390,18,1,1,1,2
94681900,94682,-99675237,2390,18,1,1,1,2
94682000,94682,324742,2390,18,1,1,1,2
94682100,94682,100324721,2390,18,1,1,1,2
94682200,94682,200324699,2390,18,1,1,1,2
94682300,94682,300324678,2390,18,1,1,1,2
94682400,94682,400324657,2390,18,1,1,1,2
94682500,94683,-499675365,2390,18,1,1,1,2
94682600,94683,-399675386,2390,18,1,1,1,2
94682800,94683,-199675428,2390,18,1,1,1,2
94682900,94683,-99675449,2390,18,1,1,1,2
94683000,94683,324529,2390,18,1,1,1,2
94683100,94683,100324508,2390,18,1,1,1,2
94683200,94683,200324487,2390,18,1,1,1,2
94683300,94683,300324466,2390,18,1,1,1,2
94683400,94683,400324445,2390,18,1,1,1,2
94683500,94684,-499675577,2390,18,1,1,1,2
94683600,94684,-399675598,2390,18,1,1,1,2
94683700,94684,-299675619,2390,18,1,1,1,2
94683800,94684,-199675641,2390,18,1,1,1,2
94683900,94684,-99675662,2390,18,1,1,1,2
94684000,94684,324317,2390,18,1,1,1,2
94684100,94684,100324296,2390,18,1,1,1,2
94684200,94684,200324274,2390,18,1,1,1,2
94684300,94684,300324253,2390,18,1,1,1,2
94684400,94684,400324232,2390,18,1,1,1,2
94684500,94685,-499675789,2390,18,1,1,1,2
94684600,94685,-399675811,2390,18,1,1,1,2
94684800,94685,-199675853,2390,18,1,1,1,2
94684900,94685,-99675875,2390,18,1,1,1,2
94685000,94685,324104,2390,18,1,1,1,2
94685100,94685,100324082,2390,18,1,1,1,2
94685200,94685,200324061,2390,18,1,1,1,2
94685300,94685,300324040,2390,18,1,1,1,2
94685400,94685,400324019,2390,18,1,1,1,2
94685500,94686,-499676002,2390,18,1,1,1,2
94685600,94686,-399676024,2390,18,1,1,1,2
94685800,94686,-199676066,2390,18,1,1,1,2
94685900,94686,-99676087,2390,18,1,1,1,2
94686000,94686,323891,2390,18,1,1,1,2
94686100,94686,100323870,2390,18,1,1,1,2
94686200,94686,200323849,2390,18,1,1,1,2
94686300,94686,300323828,2390,18,1,1,1,2
94686400,94686,400323806,2390,18,1,1,1,2
94686500,94687,-499676215,2390,18,1,1,1,2
94686600,94687,-399676236,2390,18,1,1,1,2
94686700,94687,-299676257,2390,18,1,1,1,2
94686800,94687,-199676278,2390,18,1,1,1,2
94686900,94687,-99676299,2390,18,1,1,1,2
94687000,94687,323680,2390,18,1,1,1,2
94687100,94687,100323659,2390,18,1,1,1,2
94687200,94687,200323638,2390,18,1,1,1,2
94687400,94687,400323596,2390,18,1,1,1,2
94687500,94688,-499676425,2390,18,1,1,1,2
94687600,94688,-399676446,2390,18,1,1,1,2
94687700,94688,-299676468,2390,18,1,1,1,2
94687900,94688,-99676510,2390,18,1,1,1,2
94688000,94688,323469,2390,18,1,1,1,2
94688100,94688,100323448,2390,18,1,1,1,2
94688200,94688,200323427,2390,18,1,1,1,2
94688300,94688,300323405,2390,18,1,1,1,2
94688500,94689,-499676637,2390,18,1,1,1,2
94688600,94689,-399676658,2390,18,1,1,1,2
94688700,94689,-299676679,2390,18,1,1,1,2
94688800,94689,-199676700,2390,18,1,1,1,2
94688900,94689,-99676721,2390,18,1,1,1,2
94689000,94689,323257,2390,18,1,1,1,2
94689100,94689,100323236,2390,18,1,1,1,2
94689200,94689,200323215,2390,18,1,1,1,2
94689300,94689,300323194,2390,18,1,1,1,2
94689400,94689,400323173,2390,18,1,1,1,2
94689500,94690,-499676849,2390,18,1,1,1,2
94689600,94690,-399676870,2390,18,1,1,1,2
94689700,94690,-299676892,2390,18,1,1,1,2
94689900,94690,-99676935,2390,18,1,1,1,2
94690000,94690,323044,2390,18,1,1,1,2
94690100,94690,100323023,2390,18,1,1,1,2
94690200,94690,200323002,2390,18,1,1,1,2
94690300,94690,300322981,2390,18,1,1,1,2
94690400,94690,400322959,2390,18,1,1,1,2
94690500,94691,-499677063,2390,18,1,1,1,2
94690600,94691,-399677084,2390,18,1,1,1,2
94690700,94691,-299677105,2390,18,1,1,1,2
94690800,94691,-199677125,2390,18,1,1,1,2
94690900,94691,-99677146,2390,18,1,1,1,2
94691000,94691,322832,2390,18,1,1,1,2
94691100,94691,100322811,2390,18,1,1,1,2
94691200,94691,200322790,2390,18,1,1,1,2
94691300,94691,300322769,2390,18,1,1,1,2
94691500,94692,-499677273,2390,18,1,1,1,2
94691600,94692,-399677294,2390,18,1,1,1,2
94691700,94692,-299677316,2390,18,1,1,1,2
94691800,94692,-199677337,2390,18,1,1,1,2
94691900,94692,-99677358,2390,18,1,1,1,2
94692000,94692,322622,2390,18,1,1,1,2
94692100,94692,100322601,2390,18,1,1,1,2
94692200,94692,200322580,2390,18,1,1,1,2
94692300,94692,300322559,2390,18,1,1,1,2
94692500,94693,-499677484,2390,18,1,1,1,2
94692600,94693,-399677505,2390,18,1,1,1,2
94692700,94693,-299677527,2390,18,1,1,1,2
94692800,94693,-199677548,2390,18,1,1,1,2
94692900,94693,-99677569,2390,18,1,1,1,2
94693000,94693,322410,2390,18,1,1,1,2
94693100,94693,100322389,2390,18,1,1,1,2
94693200,94693,200322368,2390,18,1,1,1,2
94693300,94693,300322347,2390,18,1,1,1,2
94693400,94693,400322326,2390,18,1,1,1,2
94693600,94694,-399677717,2390,18,1,1,1,2
94693700,94694,-299677738,2390,18,1,1,1,2
94693800,94694,-199677759,2390,18,1,1,1,2
94693900,94694,-99677780,2390,18,1,1,1,2
94694000,94694,322199,2390,18,1,1,1,2
94694100,94694,100322178,2390,18,1,1,1,2
94694200,94694,200322157,2390,18,1,1,1,2
94694300,94694,300322136,2390,18,1,1,1,2
94694400,94694,400322115,2390,18,1,1,1,2
94694600,94695,-399677928,2390,18,1,1,1,2
94694700,94695,-299677949,2390,18,1,1,1,2
94694800,94695,-199677970,2390,18,1,1,1,2
94694900,94695,-99677992,2390,18,1,1,1,2
94695000,94695,321987,2390,18,1,1,1,2
94695100,94695,100321966,2390,18,1,1,1,2
94695200,94695,200321945,2390,18,1,1,1,2
94695300,94695,300321924,2390,18,1,1,1,2
94695400,94695,400321903,2390,18,1,1,1,2
94695500,94696,-499678118,2390,18,1,1,1,2
94695600,94696,-399678139,2390,18,1,1,1,2
94695700,94696,-299678160,2390,18,1,1,1,2
94695800,94696,-199678181,2390,18,1,1,1,2
94695900,94696,-99678202,2390,18,1,1,1,2
94696000,94696,321777,2390,18,1,1,1,2
94696100,94696,100321756,2390,18,1,1,1,2
94696200,94696,200321735,2390,18,1,1,1,2
94696300,94696,300321714,2390,18,1,1,1,2
94696400,94696,400321693,2390,18,1,1,1,2
94696500,94697,-499678328,2390,18,1,1,1,2
94696600,94697,-399678349,2390,18,1,1,1,2
94696700,94697,-299678369,2390,18,1,1,1,2
94696800,94697,-199678391,2390,18,1,1,1,2
94696900,94697,-99678412,2390,18,1,1,1,2
94697000,94697,321567,2390,18,1,1,1,2
94697200,94697,200321525,2390,18,1,1,1,2
94697300,94697,300321504,2390,18,1,1,1,2
94697400,94697,400321483,2390,18,1,1,1,2
94697500,94698,-499678538,2390,18,1,1,1,2
94697600,94698,-399678559,2390,18,1,1,1,2
94697700,94698,-299678580,2390,18,1,1,1,2
94697800,94698,-199678600,2390,18,1,1,1,2
94697900,94698,-99678622,2390,18,1,1,1,2
94698000,94698,321357,2390,18,1,1,1,2
94698100,94698,100321335,2390,18,1,1,1,2
94698300,94698,300321294,2390,18,1,1,1,2
94698400,94698,400321273,2390,18,1,1,1,2
94698500,94699,-499678747,2390,18,1,1,1,2
94698600,94699,-399678768,2390,18,1,1,1,2
94698800,94699,-199678810,2390,18,1,1,1,2
94698900,94699,-99678831,2390,18,1,1,1,2
94699000,94699,321148,2390,18,1,1,1,2
94699100,94699,100321127,2390,18,1,1,1,2
94699300,94699,300321086,2390,18,1,1,1,2
94699400,94699,400321065,2390,18,1,1,1,2
94699500,94700,-499678956,2390,18,1,1,1,2
94699600,94700,-399678977,2390,18,1,1,1,2
94699700,94700,-299678998,2390,18,1,1,1,2
94699800,94700,-199679019,2390,18,1,1,1,2
94699900,94700,-99679039,2390,18,1,1,1,2
94700000,94700,320940,2390,18,1,1,1,2
94700100,94700,100320919,2390,18,1,1,1,2
94700200,94700,200320898,2390,18,1,1,1,2
94700400,94700,400320856,2390,18,1,1,1,2
94700500,94701,-499679165,2390,18,1,1,1,2
94700600,94701,-399679186,2390,18,1,1,1,2
94700700,94701,-299679206,2390,18,1,1,1,2
94700900,94701,-99679248,2390,18,1,1,1,2
94701000,94701,320731,2390,18,1,1,1,2
94701100,94701,100320710,2390,18,1,1,1,2
94701200,94701,200320689,2390,18,1,1,1,2
94701400,94701,400320648,2390,18,1,1,1,2
94701500,94702,-499679373,2390,18,1,1,1,2
94701600,94702,-399679394,2390,18,1,1,1,2
94701700,94702,-299679415,2390,18,1,1,1,2
94701800,94702,-199679436,2390,18,1,1,1,2
94701900,94702,-99679457,2390,18,1,1,1,2
94702000,94702,320522,2390,18,1,1,1,2
94702100,94702,100320501,2390,18,1,1,1,2
94702200,94702,200320481,2390,18,1,1,1,2
94702300,94702,300320460,2390,18,1,1,1,2
94702500,94703,-499679582,2390,18,1,1,1,2
94702600,94703,-399679603,2390,18,1,1,1,2
94702700,94703,-299679624,2390,18,1,1,1,2
94702800,94703,-199679644,2390,18,1,1,1,2
94703100,94703,100320293,2390,18,1,1,1,2
94703200,94703,200320272,2390,18,1,1,1,2
94703300,94703,300320251,2390,18,1,1,1,2
94703400,94703,400320230,2390,18,1,1,1,2
94703600,94704,-399679811,2390,18,1,1,1,2
94703700,94704,-299679832,2390,18,1,1,1,2
94703800,94704,-199679853,2390,18,1,1,1,2
94703900,94704,-99679874,2390,18,1,1,1,2
94704100,94704,100320084,2390,18,1,1,1,2
94704200,94704,200320063,2390,18,1,1,1,2
94704300,94704,300320042,2390,18,1,1,1,2
94704400,94704,400320021,2390,18,1,1,1,2
94704500,94705,-499680000,2390,18,1,1,1,2
94704700,94705,-299680042,2390,18,1,1,1,2
94704800,94705,-199680063,2390,18,1,1,1,2
94704900,94705,-99680085,2390,18,1,1,1,2
94705000,94705,319894,2390,18,1,1,1,2
94705200,94705,200319851,2390,18,1,1,1,2
94705300,94705,300319830,2390,18,1,1,1,2
94705400,94705,400319809,2390,18,1,1,1,2
94705500,94706,-499680212,2390,18,1,1,1,2
94705700,94706,-299680254,2390,18,1,1,1,2
94705800,94706,-199680275,2390,18,1,1,1,2
94705900,94706,-99680295,2390,18,1,1,1,2
94706000,94706,319684,2390,18,1,1,1,2
94706100,94706,100319663,2390,18,1,1,1,2
94706300,94706,300319621,2390,18,1,1,1,2
94706400,94706,400319600,2390,18,1,1,1,2
94706500,94707,-499680421,2390,18,1,1,1,2
94706600,94707,-399680442,2390,18,1,1,1,2
94706800,94707,-199680484,2390,18,1,1,1,2
94706900,94707,-99680505,2390,18,1,1,1,2
94707000,94707,319475,2390,18,1,1,1,2
94707100,94707,100319453,2390,18,1,1,1,2
94707200,94707,200319432,2390,18,1,1,1,2
94707400,94707,400319390,2390,18,1,1,1,2
94707500,94708,-499680631,2390,18,1,1,1,2
94707600,94708,-399680652,2390,18,1,1,1,2
94707700,94708,-299680673,2390,18,1,1,1,2
94707900,94708,-99680715,2390,18,1,1,1,2
94708000,94708,319263,2390,18,1,1,1,2
94708100,94708,100319242,2390,18,1,1,1,2
94708200,94708,200319221,2390,18,1,1,1,2
94708300,94708,300319200,2390,18,1,1,1,2
94708400,94708,400319179,2390,18,1,1,1,2
94708500,94709,-499680842,2390,18,1,1,1,2
94708600,94709,-399680863,2390,18,1,1,1,2
94708700,94709,-299680884,2390,18,1,1,1,2
94708800,94709,-199680905,2390,18,1,1,1,2
94709100,94709,100319031,2390,18,1,1,1,2
94709200,94709,200319010,2390,18,1,1,1,2
94709300,94709,300318989,2390,18,1,1,1,2
94709400,94709,400318968,2390,18,1,1,1,2
94709800,94710,-199681116,2390,18,1,1,1,2
94709900,94710,-99681137,2390,18,1,1,1,2
94710000,94710,318842,2390,18,1,1,1,2
94710100,94710,100318821,2390,18,1,1,1,2
94710400,94710,400318758,2390,18,1,1,1,2
94710500,94711,-499681263,2390,18,1,1,1,2
94710600,94711,-399681284,2390,18,1,1,1,2
94710700,94711,-299681306,2390,18,1,1,1,2
94710900,94711,-99681348,2390,18,1,1,1,2
94711000,94711,318631,2390,18,1,1,1,2
94711100,94711,100318610,2390,18,1,1,1,2
94711200,94711,200318589,2390,18,1,1,1,2
94711300,94711,300318568,2390,18,1,1,1,2
94711500,94712,-499681474,2390,18,1,1,1,2
94711600,94712,-399681495,2390,18,1,1,1,2
94711700,94712,-299681517,2390,18,1,1,1,2
94711800,94712,-199681538,2390,18,1,1,1,2
94712100,94712,100318399,2390,18,1,1,1,2
94712200,94712,200318378,2390,18,1,1,1,2
94712300,94712,300318356,2390,18,1,1,1,2
94712400,94712,400318335,2390,18,1,1,1,2
94712600,94713,-399681707,2390,18,1,1,1,2
94712700,94713,-299681729,2390,18,1,1,1,2
94712800,94713,-199681750,2390,18,1,1,1,2
94712900,94713,-99681771,2390,18,1,1,1,2
94713200,94713,200318165,2390,18,1,1,1,2
94713300,94713,300318144,2390,18,1,1,1,2
94713400,94713,400318123,2390,18,1,1,1,2
94713500,94714,-499681898,2390,18,1,1,1,2
94713800,94714,-199681961,2390,18,1,1,1,2
94713900,94714,-99681983,2390,18,1,1,1,2
94714000,94714,317996,2390,18,1,1,1,2
94714100,94714,100317975,2390,18,1,1,1,2
94714300,94714,300317933,2390,18,1,1,1,2
94714400,94714,400317912,2390,18,1,1,1,2
94714500,94715,-499682109,2390,18,1,1,1,2
94714600,94715,-399682130,2390,18,1,1,1,2
94714800,94715,-199682172,2390,18,1,1,1,2
94714900,94715,-99682193,2390,18,1,1,1,2
94715000,94715,317785,2390,18,1,1,1,2
94715100,94715,100317764,2390,18,1,1,1,2
94715200,94715,200317743,2390,18,1,1,1,2
94715400,94715,400317701,2390,18,1,1,1,2
94715500,94716,-499682320,2390,18,1,1,1,2
94715600,94716,-399682341,2390,18,1,1,1,2
94715700,94716,-299682362,2390,18,1,1,1,2
94715900,94716,-99682404,2390,18,1,1,1,2
94716000,94716,317575,2390,18,1,1,1,2
94716100,94716,100317554,2390,18,1,1,1,2
94716200,94716,200317533,2390,18,1,1,1,2
94716400,94716,400317491,2390,18,1,1,1,2
94716500,94717,-499682530,2390,18,1,1,1,2
94716600,94717,-399682551,2390,18,1,1,1,2
