iTOW,SOW,fSOW,week,leapS,sowValid,weekValid,leapSValid,tAcc
94673100,94659,100326607,1034,4,1,1,1,2
94673200,94659,200326586,1034,4,1,1,1,2
94673300,94659,300326565,1034,4,1,1,1,2
94673400,94659,400326543,1034,4,1,1,1,2
94673500,94660,-499673478,1034,4,1,1,1,2
94673600,94660,-399673499,1034,4,1,1,1,2
94673700,94660,-299673520,1034,4,1,1,1,2
94673800,94660,-199673541,1034,4,1,1,1,2
94673900,94660,-99673562,1034,4,1,1,1,2
94674000,94660,326416,1034,4,1,1,1,2
94674100,94660,100326395,1034,4,1,1,1,2
94674200,94660,200326374,1034,4,1,1,1,2
94674300,94660,300326353,1034,4,1,1,1,2
94674400,94660,400326332,1034,4,1,1,1,2
94674500,94661,-499673690,1034,4,1,1,1,2
94674600,94661,-399673711,1034,4,1,1,1,2
94674700,94661,-299673732,1034,4,1,1,1,2
94674800,94661,-199673753,1034,4,1,1,1,2
94674900,94661,-99673775,1034,4,1,1,1,2
94675100,94661,100326183,1034,4,1,1,1,2
94675200,94661,200326162,1034,4,1,1,1,2
94675300,94661,300326141,1034,4,1,1,1,2
94675400,94661,400326119,1034,4,1,1,1,2
94675500,94662,-499673902,1034,4,1,1,1,2
94675900,94662,-99673986,1034,4,1,1,1,2
94676200,94662,200325950,1034,4,1,1,1,2
94676300,94662,300325929,1034,4,1,1,1,2
94676400,94662,400325908,1034,4,1,1,1,2
94676500,94663,-499674113,1034,4,1,1,1,2
94676600,94663,-399674134,1034,4,1,1,1,2
94676700,94663,-299674156,1034,4,1,1,1,2
94676800,94663,-199674177,1034,4,1,1,1,2
94676900,94663,-99674198,1034,4,1,1,1,2
94677000,94663,325781,1034,4,1,1,1,2
94677200,94663,200325739,1034,4,1,1,1,2
94677300,94663,300325718,1034,4,1,1,1,2
94677400,94663,400325697,1034,4,1,1,1,2
94677500,94664,-499674324,1034,4,1,1,1,2
94677600,94664,-399674345,1034,4,1,1,1,2
94677700,94664,-299674366,1034,4,1,1,1,2
94677800,94664,-199674387,1034,4,1,1,1,2
94677900,94664,-99674409,1034,4,1,1,1,2
94678000,94664,325570,1034,4,1,1,1,2
94678100,94664,100325549,1034,4,1,1,1,2
94678200,94664,200325528,1034,4,1,1,1,2
94678300,94664,300325507,1034,4,1,1,1,2
94678400,94664,400325486,1034,4,1,1,1,2
94678500,94665,-499674535,1034,4,1,1,1,2
94678600,94665,-399674557,1034,4,1,1,1,2
94678800,94665,-199674599,1034,4,1,1,1,2
94678900,94665,-99674620,1034,4,1,1,1,2
94679000,94665,325359,1034,4,1,1,1,2
94679100,94665,100325338,1034,4,1,1,1,2
94679200,94665,200325317,1034,4,1,1,1,2
94679400,94665,400325274,1034,4,1,1,1,2
94679500,94666,-499674747,1034,4,1,1,1,2
94679600,94666,-399674768,1034,4,1,1,1,2
94679700,94666,-299674789,1034,4,1,1,1,2
94679900,94666,-99674832,1034,4,1,1,1,2
94680000,94666,325147,1034,4,1,1,1,2
94680100,94666,100325126,1034,4,1,1,1,2
94680200,94666,200325105,1034,4,1,1,1,2
94680300,94666,300325083,1034,4,1,1,1,2
94680400,94666,400325062,1034,4,1,1,1,2
94680500,94667,-499674959,1034,4,1,1,1,2
94680600,94667,-399674980,1034,4,1,1,1,2
94680700,94667,-299675002,1034,4,1,1,1,2
94680900,94667,-99675044,1034,4,1,1,1,2
94681000,94667,324935,1034,4,1,1,1,2
94681100,94667,100324914,1034,4,1,1,1,2
94681200,94667,200324893,1034,4,1,1,1,2
94681300,94667,300324871,1034,4,1,1,1,2
94681400,94667,400324850,1034,4,1,1,1,2
94681500,94668,-499675171,1034,4,1,1,1,2
94681600,94668,-399675192,1034,4,1,1,1,2
94681700,94668,-299675213,1034,4,1,1,1,2
94681800,94668,-199675234,1034,4,1,1,1,2
94681900,94668,-99675256,1034,4,1,1,1,2
94682000,94668,324723,1034,4,1,1,1,2
94682100,94668,100324702,1034,4,1,1,1,2
94682200,94668,200324681,1034,4,1,1,1,2
94682300,94668,300324660,1034,4,1,1,1,2
94682400,94668,400324638,1034,4,1,1,1,2
94682500,94669,-499675383,1034,4,1,1,1,2
94682600,94669,-399675404,1034,4,1,1,1,2
94682800,94669,-199675446,1034,4,1,1,1,2
94682900,94669,-99675468,1034,4,1,1,1,2
94683000,94669,324511,1034,4,1,1,1,2
94683100,94669,100324489,1034,4,1,1,1,2
94683200,94669,200324468,1034,4,1,1,1,2
94683300,94669,300324447,1034,4,1,1,1,2
94683400,94669,400324426,1034,4,1,1,1,2
94683500,94670,-499675595,1034,4,1,1,1,2
94683600,94670,-399675617,1034,4,1,1,1,2
94683700,94670,-299675638,1034,4,1,1,1,2
94683800,94670,-199675659,1034,4,1,1,1,2
94683900,94670,-99675681,1034,4,1,1,1,2
94684000,94670,324298,1034,4,1,1,1,2
94684100,94670,100324277,1034,4,1,1,1,2
94684200,94670,200324256,1034,4,1,1,1,2
94684300,94670,300324235,1034,4,1,1,1,2
94684400,94670,400324213,1034,4,1,1,1,2
94684500,94671,-499675808,1034,4,1,1,1,2
94684600,94671,-399675829,1034,4,1,1,1,2
94684800,94671,-199675872,1034,4,1,1,1,2
94684900,94671,-99675893,1034,4,1,1,1,2
94685000,94671,324085,1034,4,1,1,1,2
94685100,94671,100324064,1034,4,1,1,1,2
94685200,94671,200324042,1034,4,1,1,1,2
94685300,94671,300324022,1034,4,1,1,1,2
94685400,94671,400324001,1034,4,1,1,1,2
94685500,94672,-499676021,1034,4,1,1,1,2
94685600,94672,-399676042,1034,4,1,1,1,2
94685800,94672,-199676084,1034,4,1,1,1,2
94685900,94672,-99676106,1034,4,1,1,1,2
94686000,94672,323873,1034,4,1,1,1,2
94686100,94672,100323851,1034,4,1,1,1,2
94686200,94672,200323830,1034,4,1,1,1,2
94686300,94672,300323809,1034,4,1,1,1,2
94686400,94672,400323788,1034,4,1,1,1,2
94686500,94673,-499676233,1034,4,1,1,1,2
94686600,94673,-399676254,1034,4,1,1,1,2
94686700,94673,-299676275,1034,4,1,1,1,2
94686800,94673,-199676296,1034,4,1,1,1,2
94686900,94673,-99676317,1034,4,1,1,1,2
94687000,94673,323662,1034,4,1,1,1,2
94687100,94673,100323640,1034,4,1,1,1,2
94687200,94673,200323619,1034,4,1,1,1,2
94687400,94673,400323577,1034,4,1,1,1,2
94687500,94674,-499676444,1034,4,1,1,1,2
94687600,94674,-399676465,1034,4,1,1,1,2
94687700,94674,-299676486,1034,4,1,1,1,2
94687900,94674,-99676528,1034,4,1,1,1,2
94688000,94674,323451,1034,4,1,1,1,2
94688100,94674,100323430,1034,4,1,1,1,2
94688200,94674,200323408,1034,4,1,1,1,2
94688300,94674,300323387,1034,4,1,1,1,2
94688500,94675,-499676655,1034,4,1,1,1,2
94688600,94675,-399676676,1034,4,1,1,1,2
94688700,94675,-299676697,1034,4,1,1,1,2
94688800,94675,-199676719,1034,4,1,1,1,2
94688900,94675,-99676740,1034,4,1,1,1,2
94689000,94675,323239,1034,4,1,1,1,2
94689100,94675,100323218,1034,4,1,1,1,2
94689200,94675,200323197,1034,4,1,1,1,2
94689300,94675,300323175,1034,4,1,1,1,2
94689400,94675,400323154,1034,4,1,1,1,2
94689500,94676,-499676867,1034,4,1,1,1,2
94689600,94676,-399676889,1034,4,1,1,1,2
94689700,94676,-299676910,1034,4,1,1,1,2
94689900,94676,-99676954,1034,4,1,1,1,2
94690000,94676,323025,1034,4,1,1,1,2
94690100,94676,100323004,1034,4,1,1,1,2
94690200,94676,200322983,1034,4,1,1,1,2
94690300,94676,300322962,1034,4,1,1,1,2
94690400,94676,400322941,1034,4,1,1,1,2
94690500,94677,-499677081,1034,4,1,1,1,2
94690600,94677,-399677102,1034,4,1,1,1,2
94690700,94677,-299677123,1034,4,1,1,1,2
94690800,94677,-199677144,1034,4,1,1,1,2
94690900,94677,-99677165,1034,4,1,1,1,2
94691000,94677,322814,1034,4,1,1,1,2
94691100,94677,100322793,1034,4,1,1,1,2
94691200,94677,200322772,1034,4,1,1,1,2
94691300,94677,300322750,1034,4,1,1,1,2
94691500,94678,-499677292,1034,4,1,1,1,2
94691600,94678,-399677313,1034,4,1,1,1,2
94691700,94678,-299677334,1034,4,1,1,1,2
94691800,94678,-199677355,1034,4,1,1,1,2
94691900,94678,-99677376,1034,4,1,1,1,2
94692000,94678,322603,1034,4,1,1,1,2
94692100,94678,100322582,1034,4,1,1,1,2
94692200,94678,200322561,1034,4,1,1,1,2
94692300,94678,300322540,1034,4,1,1,1,2
94692500,94679,-499677502,1034,4,1,1,1,2
94692600,94679,-399677524,1034,4,1,1,1,2
94692700,94679,-299677546,1034,4,1,1,1,2
94692800,94679,-199677567,1034,4,1,1,1,2
94692900,94679,-99677587,1034,4,1,1,1,2
94693000,94679,322392,1034,4,1,1,1,2
94693100,94679,100322370,1034,4,1,1,1,2
94693200,94679,200322349,1034,4,1,1,1,2
94693300,94679,300322328,1034,4,1,1,1,2
94693400,94679,400322307,1034,4,1,1,1,2
94693600,94680,-399677735,1034,4,1,1,1,2
94693700,94680,-299677756,1034,4,1,1,1,2
94693800,94680,-199677778,1034,4,1,1,1,2
94693900,94680,-99677799,1034,4,1,1,1,2
94694000,94680,322180,1034,4,1,1,1,2
94694100,94680,100322159,1034,4,1,1,1,2
94694200,94680,200322138,1034,4,1,1,1,2
94694300,94680,300322117,1034,4,1,1,1,2
94694400,94680,400322096,1034,4,1,1,1,2
94694600,94681,-399677946,1034,4,1,1,1,2
94694700,94681,-299677968,1034,4,1,1,1,2
94694800,94681,-199677989,1034,4,1,1,1,2
94694900,94681,-99678010,1034,4,1,1,1,2
94695000,94681,321969,1034,4,1,1,1,2
94695100,94681,100321948,1034,4,1,1,1,2
94695200,94681,200321927,1034,4,1,1,1,2
94695300,94681,300321906,1034,4,1,1,1,2
94695400,94681,400321885,1034,4,1,1,1,2
94695500,94682,-499678136,1034,4,1,1,1,2
94695600,94682,-399678158,1034,4,1,1,1,2
94695700,94682,-299678179,1034,4,1,1,1,2
94695800,94682,-199678200,1034,4,1,1,1,2
94695900,94682,-99678221,1034,4,1,1,1,2
94696000,94682,321759,1034,4,1,1,1,2
94696100,94682,100321738,1034,4,1,1,1,2
94696200,94682,200321717,1034,4,1,1,1,2
94696300,94682,300321696,1034,4,1,1,1,2
94696400,94682,400321675,1034,4,1,1,1,2
94696500,94683,-499678346,1034,4,1,1,1,2
94696600,94683,-399678367,1034,4,1,1,1,2
94696700,94683,-299678388,1034,4,1,1,1,2
94696800,94683,-199678409,1034,4,1,1,1,2
94696900,94683,-99678431,1034,4,1,1,1,2
94697000,94683,321548,1034,4,1,1,1,2
94697200,94683,200321507,1034,4,1,1,1,2
94697300,94683,300321486,1034,4,1,1,1,2
94697400,94683,400321465,1034,4,1,1,1,2
94697500,94684,-499678557,1034,4,1,1,1,2
94697600,94684,-399678578,1034,4,1,1,1,2
94697700,94684,-299678598,1034,4,1,1,1,2
94697800,94684,-199678619,1034,4,1,1,1,2
94697900,94684,-99678640,1034,4,1,1,1,2
94698000,94684,321338,1034,4,1,1,1,2
94698100,94684,100321317,1034,4,1,1,1,2
94698300,94684,300321275,1034,4,1,1,1,2
94698400,94684,400321255,1034,4,1,1,1,2
94698500,94685,-499678766,1034,4,1,1,1,2
94698600,94685,-399678787,1034,4,1,1,1,2
94698800,94685,-199678829,1034,4,1,1,1,2
94698900,94685,-99678850,1034,4,1,1,1,2
94699000,94685,321129,1034,4,1,1,1,2
94699100,94685,100321109,1034,4,1,1,1,2
94699300,94685,300321067,1034,4,1,1,1,2
94699400,94685,400321046,1034,4,1,1,1,2
94699500,94686,-499678975,1034,4,1,1,1,2
94699600,94686,-399678995,1034,4,1,1,1,2
94699700,94686,-299679016,1034,4,1,1,1,2
94699800,94686,-199679037,1034,4,1,1,1,2
94699900,94686,-99679058,1034,4,1,1,1,2
94700000,94686,320921,1034,4,1,1,1,2
94700100,94686,100320900,1034,4,1,1,1,2
94700200,94686,200320879,1034,4,1,1,1,1
94700400,94686,400320838,1034,4,1,1,1,2
94700500,94687,-499679183,1034,4,1,1,1,1
94700600,94687,-399679204,1034,4,1,1,1,2
94700700,94687,-299679225,1034,4,1,1,1,2
94700900,94687,-99679267,1034,4,1,1,1,1
94701000,94687,320712,1034,4,1,1,1,1
94701100,94687,100320691,1034,4,1,1,1,2
94701200,94687,200320671,1034,4,1,1,1,1
94701400,94687,400320629,1034,4,1,1,1,1
94701500,94688,-499679392,1034,4,1,1,1,1
94701600,94688,-399679413,1034,4,1,1,1,1
94701700,94688,-299679434,1034,4,1,1,1,2
94701800,94688,-199679455,1034,4,1,1,1,1
94701900,94688,-99679475,1034,4,1,1,1,1
94702000,94688,320504,1034,4,1,1,1,1
94702100,94688,100320483,1034,4,1,1,1,1
94702200,94688,200320462,1034,4,1,1,1,1
94702300,94688,300320441,1034,4,1,1,1,1
94702500,94689,-499679601,1034,4,1,1,1,1
94702600,94689,-399679621,1034,4,1,1,1,1
94702700,94689,-299679642,1034,4,1,1,1,1
94702800,94689,-199679663,1034,4,1,1,1,1
94703100,94689,100320274,1034,4,1,1,1,1
94703200,94689,200320253,1034,4,1,1,1,1
94703300,94689,300320233,1034,4,1,1,1,1
94703400,94689,400320212,1034,4,1,1,1,1
94703600,94690,-399679830,1034,4,1,1,1,1
94703700,94690,-299679851,1034,4,1,1,1,1
94703800,94690,-199679872,1034,4,1,1,1,1
94703900,94690,-99679892,1034,4,1,1,1,1
94704000,94690,320087,1034,4,1,1,1,1
94704100,94690,100320066,1034,4,1,1,1,2
94704200,94690,200320045,1034,4,1,1,1,2
94704300,94690,300320024,1034,4,1,1,1,1
94704400,94690,400320003,1034,4,1,1,1,2
94704500,94691,-499680018,1034,4,1,1,1,2
94704700,94691,-299680061,1034,4,1,1,1,2
94704800,94691,-199680082,1034,4,1,1,1,2
94704900,94691,-99680103,1034,4,1,1,1,2
94705000,94691,319875,1034,4,1,1,1,2
94705200,94691,200319832,1034,4,1,1,1,2
94705300,94691,300319812,1034,4,1,1,1,2
94705400,94691,400319791,1034,4,1,1,1,2
94705500,94692,-499680230,1034,4,1,1,1,2
94705700,94692,-299680272,1034,4,1,1,1,2
94705800,94692,-199680293,1034,4,1,1,1,2
94705900,94692,-99680314,1034,4,1,1,1,2
94706000,94692,319665,1034,4,1,1,1,2
94706100,94692,100319644,1034,4,1,1,1,2
94706300,94692,300319602,1034,4,1,1,1,2
94706400,94692,400319582,1034,4,1,1,1,2
94706500,94693,-499680439,1034,4,1,1,1,2
94706600,94693,-399680460,1034,4,1,1,1,2
94706800,94693,-199680502,1034,4,1,1,1,2
94706900,94693,-99680523,1034,4,1,1,1,2
94707000,94693,319456,1034,4,1,1,1,2
94707100,94693,100319435,1034,4,1,1,1,2
94707200,94693,200319414,1034,4,1,1,1,2
94707400,94693,400319372,1034,4,1,1,1,2
94707500,94694,-499680649,1034,4,1,1,1,2
94707600,94694,-399680670,1034,4,1,1,1,2
94707700,94694,-299680692,1034,4,1,1,1,2
94707900,94694,-99680734,1034,4,1,1,1,2
94708000,94694,319245,1034,4,1,1,1,2
94708100,94694,100319224,1034,4,1,1,1,2
94708200,94694,200319203,1034,4,1,1,1,2
94708300,94694,300319182,1034,4,1,1,1,2
94708400,94694,400319160,1034,4,1,1,1,2
94708500,94695,-499680861,1034,4,1,1,1,2
94708600,94695,-399680882,1034,4,1,1,1,2
94708700,94695,-299680903,1034,4,1,1,1,2
94708800,94695,-199680924,1034,4,1,1,1,2
94709100,94695,100319013,1034,4,1,1,1,2
94709200,94695,200318992,1034,4,1,1,1,2
94709300,94695,300318971,1034,4,1,1,1,2
94709400,94695,400318950,1034,4,1,1,1,2
94709800,94696,-199681134,1034,4,1,1,1,2
94709900,94696,-99681156,1034,4,1,1,1,2
94710000,94696,318823,1034,4,1,1,1,2
94710100,94696,100318802,1034,4,1,1,1,2
94710400,94696,400318739,1034,4,1,1,1,2
94710500,94697,-499681282,1034,4,1,1,1,2
94710600,94697,-399681303,1034,4,1,1,1,2
94710700,94697,-299681324,1034,4,1,1,1,2
94710900,94697,-99681366,1034,4,1,1,1,2
94711000,94697,318613,1034,4,1,1,1,2
94711100,94697,100318592,1034,4,1,1,1,2
94711200,94697,200318571,1034,4,1,1,1,2
94711300,94697,300318550,1034,4,1,1,1,2
94711500,94698,-499681493,1034,4,1,1,1,2
94711600,94698,-399681514,1034,4,1,1,1,2
94711700,94698,-299681535,1034,4,1,1,1,2
94711800,94698,-199681556,1034,4,1,1,1,2
94712100,94698,100318380,1034,4,1,1,1,2
94712200,94698,200318359,1034,4,1,1,1,2
94712300,94698,300318338,1034,4,1,1,1,2
94712400,94698,400318317,1034,4,1,1,1,2
94712600,94699,-399681726,1034,4,1,1,1,2
94712700,94699,-299681747,1034,4,1,1,1,2
94712800,94699,-199681768,1034,4,1,1,1,2
94712900,94699,-99681789,1034,4,1,1,1,2
94713200,94699,200318147,1034,4,1,1,1,2
94713300,94699,300318126,1034,4,1,1,1,2
94713400,94699,400318105,1034,4,1,1,1,2
94713500,94700,-499681916,1034,4,1,1,1,2
94713800,94700,-199681980,1034,4,1,1,1,2
94713900,94700,-99682001,1034,4,1,1,1,2
94714000,94700,317978,1034,4,1,1,1,2
94714100,94700,100317957,1034,4,1,1,1,2
94714300,94700,300317915,1034,4,1,1,1,2
94714400,94700,400317894,1034,4,1,1,1,2
94714500,94701,-499682127,1034,4,1,1,1,2
94714600,94701,-399682148,1034,4,1,1,1,2
94714800,94701,-199682191,1034,4,1,1,1,2
94714900,94701,-99682212,1034,4,1,1,1,2
94715000,94701,317767,1034,4,1,1,1,2
94715100,94701,100317746,1034,4,1,1,1,2
94715200,94701,200317725,1034,4,1,1,1,2
94715400,94701,400317683,1034,4,1,1,1,2
94715500,94702,-499682338,1034,4,1,1,1,2
94715600,94702,-399682359,1034,4,1,1,1,2
94715700,94702,-299682380,1034,4,1,1,1,2
94715900,94702,-99682422,1034,4,1,1,1,2
94716000,94702,317557,1034,4,1,1,1,2
94716100,94702,100317536,1034,4,1,1,1,2
94716200,94702,200317515,1034,4,1,1,1,2
94716400,94702,400317473,1034,4,1,1,1,2
94716500,94703,-499682548,1034,4,1,1,1,2
94716600,94703,-399682569,1034,4,1,1,1,2
