iTOW,galTow,fGalTow,galWno,leapS,galTowValid,galWnoValid,leapSValid,tAcc
94672800,94673,-199673309,1366,18,1,1,1,3
94672900,94673,-99673330,1366,18,1,1,1,3
94673000,94673,326649,1366,18,1,1,1,2
94673100,94673,100326627,1366,18,1,1,1,2
94673200,94673,200326606,1366,18,1,1,1,2
94673300,94673,300326585,1366,18,1,1,1,2
94673400,94673,400326564,1366,18,1,1,1,2
94673500,94674,-499673458,1366,18,1,1,1,2
94673600,94674,-399673479,1366,18,1,1,1,2
94673700,94674,-299673500,1366,18,1,1,1,2
94673800,94674,-199673521,1366,18,1,1,1,2
94673900,94674,-99673542,1366,18,1,1,1,2
94674000,94674,326437,1366,18,1,1,1,2
94674100,94674,100326416,1366,18,1,1,1,2
94674200,94674,200326394,1366,18,1,1,1,2
94674300,94674,300326373,1366,18,1,1,1,2
94674400,94674,400326352,1366,18,1,1,1,2
94674500,94675,-499673669,1366,18,1,1,1,3
94674600,94675,-399673691,1366,18,1,1,1,2
94674700,94675,-299673712,1366,18,1,1,1,3
94674800,94675,-199673733,1366,18,1,1,1,3
94674900,94675,-99673754,1366,18,1,1,1,3
94675100,94675,100326203,1366,18,1,1,1,3
94675200,94675,200326182,1366,18,1,1,1,3
94675300,94675,300326161,1366,18,1,1,1,3
94675400,94675,400326140,1366,18,1,1,1,3
94675500,94676,-499673881,1366,18,1,1,1,3
94675900,94676,-99673966,1366,18,1,1,1,2
94676200,94676,200325971,1366,18,1,1,1,2
94676300,94676,300325950,1366,18,1,1,1,2
94676400,94676,400325928,1366,18,1,1,1,2
94676500,94677,-499674093,1366,18,1,1,1,2
94676600,94677,-399674114,1366,18,1,1,1,2
94676700,94677,-299674135,1366,18,1,1,1,2
94676800,94677,-199674157,1366,18,1,1,1,2
94676900,94677,-99674178,1366,18,1,1,1,2
94677000,94677,325801,1366,18,1,1,1,2
94677200,94677,200325760,1366,18,1,1,1,2
94677300,94677,300325738,1366,18,1,1,1,2
94677400,94677,400325717,1366,18,1,1,1,2
94677500,94678,-499674304,1366,18,1,1,1,2
94677600,94678,-399674325,1366,18,1,1,1,2
94677700,94678,-299674346,1366,18,1,1,1,2
94677800,94678,-199674367,1366,18,1,1,1,2
94677900,94678,-99674388,1366,18,1,1,1,2
94678000,94678,325590,1366,18,1,1,1,2
94678100,94678,100325569,1366,18,1,1,1,2
94678200,94678,200325548,1366,18,1,1,1,2
94678300,94678,300325527,1366,18,1,1,1,2
94678400,94678,400325506,1366,18,1,1,1,2
94678500,94679,-499674515,1366,18,1,1,1,2
94678600,94679,-399674536,1366,18,1,1,1,2
94678800,94679,-199674579,1366,18,1,1,1,2
94678900,94679,-99674600,1366,18,1,1,1,2
94679000,94679,325379,1366,18,1,1,1,2
94679100,94679,100325358,1366,18,1,1,1,2
94679200,94679,200325337,1366,18,1,1,1,2
94679400,94679,400325295,1366,18,1,1,1,2
94679500,94680,-499674727,1366,18,1,1,1,2
94679600,94680,-399674748,1366,18,1,1,1,2
94679700,94680,-299674769,1366,18,1,1,1,2
94679900,94680,-99674811,1366,18,1,1,1,2
94680000,94680,325167,1366,18,1,1,1,2
94680100,94680,100325146,1366,18,1,1,1,2
94680200,94680,200325125,1366,18,1,1,1,2
94680300,94680,300325104,1366,18,1,1,1,2
94680400,94680,400325082,1366,18,1,1,1,2
94680500,94681,-499674939,1366,18,1,1,1,2
94680600,94681,-399674960,1366,18,1,1,1,2
94680700,94681,-299674981,1366,18,1,1,1,2
94680900,94681,-99675023,1366,18,1,1,1,2
94681000,94681,324955,1366,18,1,1,1,2
94681100,94681,100324934,1366,18,1,1,1,2
94681200,94681,200324913,1366,18,1,1,1,2
94681300,94681,300324892,1366,18,1,1,1,2
94681400,94681,400324871,1366,18,1,1,1,2
94681500,94682,-499675151,1366,18,1,1,1,2
94681600,94682,-399675172,1366,18,1,1,1,2
94681700,94682,-299675193,1366,18,1,1,1,2
94681800,94682,-199675214,1366,18,1,1,1,2
94681900,94682,-99675235,1366,18,1,1,1,2
94682000,94682,324744,1366,18,1,1,1,2
94682100,94682,100324722,1366,18,1,1,1,2
94682200,94682,200324701,1366,18,1,1,1,2
94682300,94682,300324680,1366,18,1,1,1,2
94682400,94682,400324658,1366,18,1,1,1,2
94682500,94683,-499675363,1366,18,1,1,1,2
94682600,94683,-399675384,1366,18,1,1,1,2
94682800,94683,-199675426,1366,18,1,1,1,2
94682900,94683,-99675448,1366,18,1,1,1,2
94683000,94683,324531,1366,18,1,1,1,2
94683100,94683,100324509,1366,18,1,1,1,2
94683200,94683,200324489,1366,18,1,1,1,2
94683300,94683,300324467,1366,18,1,1,1,2
94683400,94683,400324446,1366,18,1,1,1,2
94683500,94684,-499675575,1366,18,1,1,1,2
94683600,94684,-399675596,1366,18,1,1,1,2
94683700,94684,-299675618,1366,18,1,1,1,2
94683800,94684,-199675639,1366,18,1,1,1,2
94683900,94684,-99675661,1366,18,1,1,1,2
94684000,94684,324318,1366,18,1,1,1,2
94684100,94684,100324297,1366,18,1,1,1,2
94684200,94684,200324276,1366,18,1,1,1,2
94684300,94684,300324255,1366,18,1,1,1,2
94684400,94684,400324234,1366,18,1,1,1,2
94684500,94685,-499675788,1366,18,1,1,1,2
94684600,94685,-399675809,1366,18,1,1,1,2
94684800,94685,-199675852,1366,18,1,1,1,2
94684900,94685,-99675873,1366,18,1,1,1,2
94685000,94685,324106,1366,18,1,1,1,2
94685100,94685,100324084,1366,18,1,1,1,2
94685200,94685,200324063,1366,18,1,1,1,2
94685300,94685,300324042,1366,18,1,1,1,2
94685400,94685,400324021,1366,18,1,1,1,2
94685500,94686,-499676001,1366,18,1,1,1,2
94685600,94686,-399676022,1366,18,1,1,1,2
94685800,94686,-199676064,1366,18,1,1,1,2
94685900,94686,-99676086,1366,18,1,1,1,2
94686000,94686,323893,1366,18,1,1,1,2
94686100,94686,100323872,1366,18,1,1,1,2
94686200,94686,200323851,1366,18,1,1,1,2
94686300,94686,300323829,1366,18,1,1,1,2
94686400,94686,400323808,1366,18,1,1,1,2
94686500,94687,-499676213,1366,18,1,1,1,2
94686600,94687,-399676234,1366,18,1,1,1,2
94686700,94687,-299676255,1366,18,1,1,1,2
94686800,94687,-199676276,1366,18,1,1,1,2
94686900,94687,-99676297,1366,18,1,1,1,2
94687000,94687,323682,1366,18,1,1,1,2
94687100,94687,100323661,1366,18,1,1,1,2
94687200,94687,200323640,1366,18,1,1,1,2
94687400,94687,400323598,1366,18,1,1,1,2
94687500,94688,-499676423,1366,18,1,1,1,2
94687600,94688,-399676445,1366,18,1,1,1,2
94687700,94688,-299676466,1366,18,1,1,1,2
94687900,94688,-99676508,1366,18,1,1,1,2
94688000,94688,323471,1366,18,1,1,1,2
94688100,94688,100323450,1366,18,1,1,1,2
94688200,94688,200323429,1366,18,1,1,1,2
94688300,94688,300323407,1366,18,1,1,1,2
94688500,94689,-499676635,1366,18,1,1,1,2
94688600,94689,-399676656,1366,18,1,1,1,2
94688700,94689,-299676677,1366,18,1,1,1,2
94688800,94689,-199676698,1366,18,1,1,1,2
94688900,94689,-99676720,1366,18,1,1,1,2
94689000,94689,323259,1366,18,1,1,1,2
94689100,94689,100323238,1366,18,1,1,1,2
94689200,94689,200323217,1366,18,1,1,1,2
94689300,94689,300323196,1366,18,1,1,1,2
94689400,94689,400323175,1366,18,1,1,1,2
94689500,94690,-499676847,1366,18,1,1,1,2
94689600,94690,-399676869,1366,18,1,1,1,2
94689700,94690,-299676890,1366,18,1,1,1,2
94689900,94690,-99676933,1366,18,1,1,1,2
94690000,94690,323045,1366,18,1,1,1,2
94690100,94690,100323025,1366,18,1,1,1,2
94690200,94690,200323004,1366,18,1,1,1,2
94690300,94690,300322982,1366,18,1,1,1,2
94690400,94690,400322961,1366,18,1,1,1,2
94690500,94691,-499677061,1366,18,1,1,1,2
94690600,94691,-399677082,1366,18,1,1,1,2
94690700,94691,-299677103,1366,18,1,1,1,2
94690800,94691,-199677124,1366,18,1,1,1,2
94690900,94691,-99677145,1366,18,1,1,1,2
94691000,94691,322834,1366,18,1,1,1,2
94691100,94691,100322813,1366,18,1,1,1,2
94691200,94691,200322792,1366,18,1,1,1,2
94691300,94691,300322771,1366,18,1,1,1,2
94691500,94692,-499677272,1366,18,1,1,1,2
94691600,94692,-399677293,1366,18,1,1,1,2
94691700,94692,-299677314,1366,18,1,1,1,2
94691800,94692,-199677335,1366,18,1,1,1,2
94691900,94692,-99677356,1366,18,1,1,1,2
94692000,94692,322623,1366,18,1,1,1,2
94692100,94692,100322603,1366,18,1,1,1,2
94692200,94692,200322581,1366,18,1,1,1,2
94692300,94692,300322560,1366,18,1,1,1,2
94692500,94693,-499677482,1366,18,1,1,1,2
94692600,94693,-399677504,1366,18,1,1,1,2
94692700,94693,-299677525,1366,18,1,1,1,2
94692800,94693,-199677546,1366,18,1,1,1,2
94692900,94693,-99677567,1366,18,1,1,1,2
94693000,94693,322412,1366,18,1,1,1,2
94693100,94693,100322390,1366,18,1,1,1,2
94693200,94693,200322369,1366,18,1,1,1,2
94693300,94693,300322348,1366,18,1,1,1,2
94693400,94693,400322327,1366,18,1,1,1,2
94693600,94694,-399677715,1366,18,1,1,1,2
94693700,94694,-299677736,1366,18,1,1,1,2
94693800,94694,-199677757,1366,18,1,1,1,2
94693900,94694,-99677779,1366,18,1,1,1,2
94694000,94694,322200,1366,18,1,1,1,2
94694100,94694,100322179,1366,18,1,1,1,2
94694200,94694,200322159,1366,18,1,1,1,2
94694300,94694,300322138,1366,18,1,1,1,2
94694400,94694,400322116,1366,18,1,1,1,2
94694600,94695,-399677926,1366,18,1,1,1,2
94694700,94695,-299677947,1366,18,1,1,1,2
94694800,94695,-199677969,1366,18,1,1,1,2
94694900,94695,-99677990,1366,18,1,1,1,2
94695000,94695,321989,1366,18,1,1,1,2
94695100,94695,100321968,1366,18,1,1,1,2
94695200,94695,200321947,1366,18,1,1,1,2
94695300,94695,300321926,1366,18,1,1,1,2
94695400,94695,400321905,1366,18,1,1,1,2
94695500,94696,-499678116,1366,18,1,1,1,2
94695600,94696,-399678137,1366,18,1,1,1,2
94695700,94696,-299678159,1366,18,1,1,1,2
94695800,94696,-199678180,1366,18,1,1,1,2
94695900,94696,-99678200,1366,18,1,1,1,2
94696000,94696,321779,1366,18,1,1,1,2
94696100,94696,100321758,1366,18,1,1,1,2
94696200,94696,200321737,1366,18,1,1,1,2
94696300,94696,300321716,1366,18,1,1,1,2
94696400,94696,400321695,1366,18,1,1,1,2
94696500,94697,-499678326,1366,18,1,1,1,2
94696600,94697,-399678347,1366,18,1,1,1,2
94696700,94697,-299678368,1366,18,1,1,1,2
94696800,94697,-199678389,1366,18,1,1,1,2
94696900,94697,-99678410,1366,18,1,1,1,2
94697000,94697,321568,1366,18,1,1,1,2
94697200,94697,200321527,1366,18,1,1,1,2
94697300,94697,300321506,1366,18,1,1,1,2
94697400,94697,400321485,1366,18,1,1,1,2
94697500,94698,-499678536,1366,18,1,1,1,2
94697600,94698,-399678557,1366,18,1,1,1,2
94697700,94698,-299678578,1366,18,1,1,1,2
94697800,94698,-199678599,1366,18,1,1,1,2
94697900,94698,-99678620,1366,18,1,1,1,2
94698000,94698,321359,1366,18,1,1,1,2
94698100,94698,100321337,1366,18,1,1,1,2
94698300,94698,300321296,1366,18,1,1,1,2
94698400,94698,400321275,1366,18,1,1,1,2
94698500,94699,-499678746,1366,18,1,1,1,2
94698600,94699,-399678767,1366,18,1,1,1,2
94698800,94699,-199678809,1366,18,1,1,1,2
94698900,94699,-99678830,1366,18,1,1,1,2
94699000,94699,321150,1366,18,1,1,1,2
94699100,94699,100321129,1366,18,1,1,1,2
94699300,94699,300321087,1366,18,1,1,1,2
94699400,94699,400321067,1366,18,1,1,1,2
94699500,94700,-499678954,1366,18,1,1,1,2
94699600,94700,-399678975,1366,18,1,1,1,2
94699700,94700,-299678996,1366,18,1,1,1,2
94699800,94700,-199679017,1366,18,1,1,1,2
94699900,94700,-99679038,1366,18,1,1,1,2
94700000,94700,320941,1366,18,1,1,1,2
94700100,94700,100320921,1366,18,1,1,1,2
94700200,94700,200320900,1366,18,1,1,1,2
94700400,94700,400320858,1366,18,1,1,1,2
94700500,94701,-499679163,1366,18,1,1,1,2
94700600,94701,-399679184,1366,18,1,1,1,2
94700700,94701,-299679205,1366,18,1,1,1,2
94700900,94701,-99679247,1366,18,1,1,1,2
94701000,94701,320732,1366,18,1,1,1,2
94701100,94701,100320712,1366,18,1,1,1,2
94701200,94701,200320691,1366,18,1,1,1,2
94701400,94701,400320649,1366,18,1,1,1,2
94701500,94702,-499679372,1366,18,1,1,1,2
94701600,94702,-399679393,1366,18,1,1,1,2
94701700,94702,-299679413,1366,18,1,1,1,2
94701800,94702,-199679434,1366,18,1,1,1,2
94701900,94702,-99679455,1366,18,1,1,1,2
94702000,94702,320524,1366,18,1,1,1,2
94702100,94702,100320503,1366,18,1,1,1,2
94702200,94702,200320482,1366,18,1,1,1,2
94702300,94702,300320461,1366,18,1,1,1,2
94702500,94703,-499679580,1366,18,1,1,1,2
94702600,94703,-399679601,1366,18,1,1,1,2
94702700,94703,-299679622,1366,18,1,1,1,2
94702800,94703,-199679643,1366,18,1,1,1,2
94703100,94703,100320294,1366,18,1,1,1,2
94703200,94703,200320274,1366,18,1,1,1,2
94703300,94703,300320253,1366,18,1,1,1,2
94703400,94703,400320232,1366,18,1,1,1,2
94703600,94704,-399679810,1366,18,1,1,1,2
94703700,94704,-299679831,1366,18,1,1,1,2
94703800,94704,-199679851,1366,18,1,1,1,2
94703900,94704,-99679872,1366,18,1,1,1,2
94704000,94704,320107,1366,18,1,1,1,2
94704100,94704,100320086,1366,18,1,1,1,2
94704200,94704,200320065,1366,18,1,1,1,2
94704300,94704,300320044,1366,18,1,1,1,2
94704400,94704,400320023,1366,18,1,1,1,2
94704500,94705,-499679998,1366,18,1,1,1,2
94704700,94705,-299680040,1366,18,1,1,1,2
94704800,94705,-199680062,1366,18,1,1,1,2
94704900,94705,-99680083,1366,18,1,1,1,2
94705000,94705,319895,1366,18,1,1,1,2
94705200,94705,200319852,1366,18,1,1,1,2
94705300,94705,300319832,1366,18,1,1,1,2
94705400,94705,400319811,1366,18,1,1,1,2
94705500,94706,-499680210,1366,18,1,1,1,2
94705700,94706,-299680252,1366,18,1,1,1,2
94705800,94706,-199680273,1366,18,1,1,1,2
94705900,94706,-99680294,1366,18,1,1,1,2
94706000,94706,319685,1366,18,1,1,1,2
94706100,94706,100319665,1366,18,1,1,1,2
94706300,94706,300319623,1366,18,1,1,1,2
94706400,94706,400319602,1366,18,1,1,1,2
94706500,94707,-499680419,1366,18,1,1,1,2
94706600,94707,-399680440,1366,18,1,1,1,2
94706800,94707,-199680482,1366,18,1,1,1,2
94706900,94707,-99680503,1366,18,1,1,1,2
94707000,94707,319476,1366,18,1,1,1,2
94707100,94707,100319455,1366,18,1,1,1,2
94707200,94707,200319434,1366,18,1,1,1,2
94707400,94707,400319392,1366,18,1,1,1,2
94707500,94708,-499680629,1366,18,1,1,1,2
94707600,94708,-399680650,1366,18,1,1,1,2
94707700,94708,-299680671,1366,18,1,1,1,2
94707900,94708,-99680714,1366,18,1,1,1,2
94708000,94708,319265,1366,18,1,1,1,2
94708100,94708,100319244,1366,18,1,1,1,2
94708200,94708,200319223,1366,18,1,1,1,2
94708300,94708,300319202,1366,18,1,1,1,2
94708400,94708,400319181,1366,18,1,1,1,2
94708500,94709,-499680840,1366,18,1,1,1,2
94708600,94709,-399680861,1366,18,1,1,1,2
94708700,94709,-299680882,1366,18,1,1,1,2
94708800,94709,-199680904,1366,18,1,1,1,2
94709100,94709,100319033,1366,18,1,1,1,2
94709200,94709,200319012,1366,18,1,1,1,2
94709300,94709,300318991,1366,18,1,1,1,2
94709400,94709,400318970,1366,18,1,1,1,2
94709800,94710,-199681114,1366,18,1,1,1,2
94709900,94710,-99681135,1366,18,1,1,1,2
94710000,94710,318844,1366,18,1,1,1,2
94710100,94710,100318823,1366,18,1,1,1,2
94710400,94710,400318760,1366,18,1,1,1,2
94710500,94711,-499681261,1366,18,1,1,1,2
94710600,94711,-399681283,1366,18,1,1,1,2
94710700,94711,-299681304,1366,18,1,1,1,2
94710900,94711,-99681346,1366,18,1,1,1,2
94711000,94711,318633,1366,18,1,1,1,2
94711100,94711,100318612,1366,18,1,1,1,2
94711200,94711,200318591,1366,18,1,1,1,2
94711300,94711,300318570,1366,18,1,1,1,2
94711500,94712,-499681472,1366,18,1,1,1,2
94711600,94712,-399681494,1366,18,1,1,1,2
94711700,94712,-299681515,1366,18,1,1,1,2
94711800,94712,-199681536,1366,18,1,1,1,2
94712100,94712,100318401,1366,18,1,1,1,2
94712200,94712,200318379,1366,18,1,1,1,2
94712300,94712,300318358,1366,18,1,1,1,2
94712400,94712,400318337,1366,18,1,1,1,2
94712600,94713,-399681705,1366,18,1,1,1,2
94712700,94713,-299681727,1366,18,1,1,1,2
94712800,94713,-199681748,1366,18,1,1,1,2
94712900,94713,-99681769,1366,18,1,1,1,2
94713200,94713,200318167,1366,18,1,1,1,2
94713300,94713,300318146,1366,18,1,1,1,2
94713400,94713,400318125,1366,18,1,1,1,2
94713500,94714,-499681896,1366,18,1,1,1,2
94713800,94714,-199681959,1366,18,1,1,1,2
94713900,94714,-99681981,1366,18,1,1,1,2
94714000,94714,317998,1366,18,1,1,1,2
94714100,94714,100317977,1366,18,1,1,1,2
94714300,94714,300317935,1366,18,1,1,1,2
94714400,94714,400317914,1366,18,1,1,1,2
94714500,94715,-499682107,1366,18,1,1,1,2
94714600,94715,-399682128,1366,18,1,1,1,2
94714800,94715,-199682170,1366,18,1,1,1,2
94714900,94715,-99682191,1366,18,1,1,1,2
94715000,94715,317788,1366,18,1,1,1,2
94715100,94715,100317766,1366,18,1,1,1,2
94715200,94715,200317745,1366,18,1,1,1,2
94715400,94715,400317704,1366,18,1,1,1,2
94715500,94716,-499682317,1366,18,1,1,1,2
94715600,94716,-399682338,1366,18,1,1,1,2
94715700,94716,-299682359,1366,18,1,1,1,2
94715900,94716,-99682402,1366,18,1,1,1,2
94716000,94716,317577,1366,18,1,1,1,2
94716100,94716,100317557,1366,18,1,1,1,2
94716200,94716,200317535,1366,18,1,1,1,2
94716400,94716,400317493,1366,18,1,1,1,2
94716500,94717,-499682528,1366,18,1,1,1,2
94716600,94717,-399682549,1366,18,1,1,1,2
